API14,Well Name,Well Number,Lease Name,Operator Alias (Legacy),Operator Company Name,Operator (Reported),Operator Ticker,Field,County/Parish,DI Basin,DI Play,DI Subplay,Formation at Total Depth,Target Formation,Producing Reservoir,Elevation,Elevation Type,Ground Elevation,Measured Depth (TD),True Vertical Depth,Production Type,Well Status,Producing Entity Count,Producing Entity ID,Producing Entity Type,Producing Entity Lease Number,Spud Date,Completion Date,Drill Type,Upper Perforation,Lower Perforation,Gross Perforated Interval,Horizontal Length,DI Lateral Length,First Prod Date,Last Prod Date,Months Produced,Start Date (First Treatment Job),End Date (First Treatment Job),First Test Gas Volume,First Test Oil Volume,First Test Water Volume,First Test Hours Tested,First Test Production Method,First Well Test Date,First Reported Test Type,Last Well Test Date,Last Test Type,Peak BOE,Peak BOE Month No.,Peak Gas,Peak Gas Month No.,Peak Oil,Peak Oil Month No.,Peak MMCFGE,Peak MMCFGE Month No.,Peak BOE per perforated Ft,Peak Gas per perforated Ft,Peak Oil per perforated Ft,Cum BOE,Cum Gas,Cum Oil,Cum Water,Cum GOR,Cum BCFGE,Cum MMCFGE,Latest Gas,Latest Oil,Latest Water,Latest GOR,2nd Month GOR,First 6 BOE,First 6 Gas,First 6 Oil,First 6 Water,First 6 BOE per perforated Ft,First 6 Gas per perforated Ft,First 6 Oil per perforated Ft,First 12 BOE,First 12 Gas,First 12 Oil,First 12 Water,First 12 MMCFGE,First 12 BOE per perforated Ft,First 12 Gas per perforated Ft,First 12 Oil per perforated Ft,Last 12 Gas,Last 12 Oil,Last 12 Water,AAPG Geologic Province,Play Assessment Basin,State,Section,Township,Range,Quarter Quarter,District,Abstract,Block,Survey,Shallowest Perforation,Deepest Perforation,Gross Perforated Interval (Multiple Prod Entities),Oil Gatherer,Gas Gatherer,Oil Gravity,Gas Gravity,Surface Hole Latitude (WGS84),Surface Hole Longitude (WGS84),Bottom Hole Latitude (WGS84),Bottom Hole Longitude (WGS84)
30015493350000,JACK SLEEPER FEDERAL COM,122H,JACK SLEEPER FEDERAL COM,MATADOR,MATADOR RESOURCES,MATADOR PRODUCTION COMPANY,MTDR,CULEBRA BLUFF,EDDY (NM),DELAWARE,DELAWARE,,,,"BONE SPRING, SOUTH",3043.50,KB,3015.00,18970.00,,OIL,ACTIVE,1,131019015,COM,332660,2022-03-17,2022-06-20,H,,,,1004.68,754.68,2022-07-01,2022-10-01,4,2022-06-01,2022-06-20,,,,,,,,,,39633.67,2,56620.00,2,30197.00,2,237.8020,2,52.52,75.03,40.01,118379.34,171422.00,89809.00,324423.00,1908.74,0.7103,710.2760,52042.00,25794.00,76417.00,2017.60,1875.02,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,16,23S,28E,SESW,,,,,,,,"PLAINS MARKETING, L.P.",BP AMERICA INC,,,32.3009820,-104.0955111,32.2983031,-104.0947219
30015493330000,JACK SLEEPER FEDERAL COM,202H,JACK SLEEPER FEDERAL COM,MATADOR,MATADOR RESOURCES,MATADOR PRODUCTION COMPANY,MTDR,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3041.50,KB,3013.00,19949.00,,GAS,ACTIVE,1,131019052,COM,332660,2022-03-15,2022-06-20,H,,,,11361.23,11111.23,2022-07-01,2022-10-01,4,2022-06-01,2022-06-20,,,,,,,,,,36469.67,2,58336.00,2,26747.00,2,218.8180,2,3.28,5.25,2.41,103945.00,170754.00,75486.00,327762.00,2262.06,0.6237,623.6700,37106.00,16425.00,71193.00,2259.12,2181.03,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,04,23S,28E,SESW,,,,,,,,"PLAINS MARKETING, L.P.",BP AMERICA INC,,,32.3299812,-104.0955117,32.2987931,-104.0936623
30015493310000,OVATION FEDERAL COM 1318,245H,OVATION FEDERAL COM 1318,"NOVO OIL & GAS NORTHERN DELAWARE, LLC",NOVO OIL & GAS,"NOVO OIL & GAS NORTHERN DELAWARE, LLC",,CULEBRA BLUFF,EDDY (NM),DELAWARE,DELAWARE,,,,"BONE SPRING, SOUTH",3004.00,KB EST,2981.00,19310.00,,OIL,COMPLETED,1,131019027,COM,331711,2022-03-10,2022-06-20,H,,,,11158.01,10908.01,2022-11-01,2022-11-01,1,2022-06-09,2022-06-20,,,,,,,,,,297.50,1,357.00,1,238.00,1,1.7850,1,0.03,0.03,0.02,297.50,357.00,238.00,1205.00,1500.00,0.0018,1.7850,357.00,238.00,1205.00,1500.00,,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,14,23S,28E,SENE,,,,,,,,ORYX ENERGY CO,CRESTWOOD NEW MEXICO PIPELINE LLC,49.000000,,32.3082518,-104.0508855,32.3033570,-104.0152364
30015493300000,OVATION FEDERAL COM 1318,242H,OVATION FEDERAL COM 1318,"NOVO OIL & GAS NORTHERN DELAWARE, LLC",NOVO OIL & GAS,"NOVO OIL & GAS NORTHERN DELAWARE, LLC",,CULEBRA BLUFF,EDDY (NM),DELAWARE,DELAWARE,,,,"BONE SPRING, SOUTH",3004.00,KB EST,2981.00,19310.00,,OIL,COMPLETED,1,131019004,COM,331711,2022-03-09,2022-07-01,H,,,,11171.81,10921.81,2022-11-01,2022-11-01,1,2022-06-20,2022-07-01,,,,,,,,,,2239.83,1,383.00,1,2176.00,1,13.4390,1,0.21,0.04,0.20,2239.83,383.00,2176.00,18218.00,176.01,0.0134,13.4390,383.00,2176.00,18218.00,176.01,,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,14,23S,28E,SENE,,,,,,,,ORYX ENERGY CO,CRESTWOOD NEW MEXICO PIPELINE LLC,49.000000,,32.3082992,-104.0509184,32.3033570,-104.0152331
30015492470000,JACK SLEEPER COM 9 16 23S 28E,121H,JACK SLEEPER COM 9 16 23S 28E,MATADOR,MATADOR RESOURCES,MATADOR PRODUCTION COMPANY,MTDR,CULEBRA BLUFF,EDDY (NM),DELAWARE,DELAWARE,,,,"BONE SPRING, SOUTH",3041.50,KB,3013.00,18983.00,,OIL,ACTIVE,1,131013112,COM,326212,2022-03-14,2022-07-01,H,,,,1435.21,1185.21,2022-07-01,2022-10-01,4,,,,,,,,,,,,33804.50,2,47421.00,2,25901.00,2,202.8270,2,28.52,40.01,21.85,83703.50,119853.00,63728.00,289002.00,1880.70,0.5022,502.2210,34512.00,17236.00,63772.00,2002.32,1830.86,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,04,23S,28E,SESW,,,,,,,,"PLAINS MARKETING, L.P.",BP AMERICA INC,,,32.3300638,-104.0955114,32.3271512,-104.0986449
30015492380000,FNR FEDERAL UNIT,013H,FNR FEDERAL UNIT,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,FORTY NINER RIDGE,EDDY (NM),DELAWARE,DELAWARE,,,,BONE SPRING,3189.00,KB,3161.00,,,OIL,ACTIVE,1,131012618,COM,317545,2022-02-10,2022-05-09,H,,,,10135.22,9885.22,2022-05-01,2022-09-01,5,2022-04-24,2022-05-09,,,,,,,,,,58328.67,2,86576.00,4,46029.00,2,349.9720,2,5.90,8.76,4.66,204478.33,319772.00,151183.00,314350.00,2115.13,1.2269,1226.8700,75052.00,22687.00,54327.00,3308.15,1603.29,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,17,23S,30E,NWNW,,,,,,,,ORYX DELAWARE OIL TRANSPORT LLC,ENTERPRISE FIELD SERVICES L.L.C.,,,32.3114665,-103.9080225,32.2837123,-103.9108493
30015492360000,FNR FEDERAL UNIT,015H,FNR FEDERAL UNIT,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,FORTY NINER RIDGE,EDDY (NM),DELAWARE,DELAWARE,,,,BONE SPRING,3192.00,KB,3164.00,,,OIL,ACTIVE,1,131012603,COM,317545,2022-02-09,2022-05-01,H,,,,10137.63,9887.63,2022-05-01,2022-09-01,5,,,,,,,,,,,,41612.00,2,52080.00,2,32932.00,2,249.6720,2,4.21,5.27,3.33,140755.67,191548.00,108831.00,214679.00,1760.05,0.8445,844.5340,40501.00,17328.00,34126.00,2337.32,1581.44,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,17,23S,30E,NENW,,,,,,,,ORYX DELAWARE OIL TRANSPORT LLC,ENTERPRISE FIELD SERVICES L.L.C.,,,32.3114689,-103.9076343,32.2836927,-103.9050247
30015492090000,RAY STATE COM,124H,RAY STATE COM,MATADOR,MATADOR RESOURCES,MATADOR PRODUCTION COMPANY,MTDR,CULEBRA BLUFF,EDDY (NM),DELAWARE,DELAWARE,,,,"BONE SPRING, SOUTH",2997.50,KB,2969.00,19209.00,,OIL,ACTIVE,1,131011111,COM,326434,2022-06-07,2022-10-01,H,,,,1141.83,891.83,2022-10-01,2022-10-01,1,,,,,,,,,,,,36590.50,1,52485.00,1,27843.00,1,219.5430,1,41.03,58.85,31.22,36590.50,52485.00,27843.00,85682.00,1885.03,0.2195,219.5430,52485.00,27843.00,85682.00,1885.03,,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,01,24S,28E,NENE,,,,,,,,"PLAINS MARKETING, L.P.",BP AMERICA INC,75.000000,,32.2517747,-104.0335990,32.2548359,-104.0327845
30015492080000,RAY STATE COM,023H,RAY STATE COM,MATADOR,MATADOR RESOURCES,MATADOR PRODUCTION COMPANY,MTDR,LOVING,EDDY (NM),DELAWARE,DELAWARE,,,,"BRUSHY CANYON, EAST",2992.00,KB EST,2969.00,14600.00,,OIL,ACTIVE,1,131011043,COM,326434,2022-05-22,2022-10-01,H,,,,1330.88,1080.88,2022-10-01,2022-10-01,1,,,,,,,,,,,,2335.33,1,3536.00,1,1746.00,1,14.0120,1,2.16,3.27,1.62,2335.33,3536.00,1746.00,64867.00,2025.20,0.0140,14.0120,3536.00,1746.00,64867.00,2025.20,,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,01,24S,28E,NENE,,,,,,,,"PLAINS MARKETING, L.P.",BP AMERICA INC,75.000000,,32.2518891,-104.0336237,32.2548438,-104.0361617
30015492070000,RAY STATE COM,114H,RAY STATE COM,MATADOR,MATADOR RESOURCES,MATADOR PRODUCTION COMPANY,MTDR,CULEBRA BLUFF,EDDY (NM),DELAWARE,DELAWARE,,,,"BONE SPRING, SOUTH",2996.50,KB,2968.00,18254.00,,OIL,ACTIVE,1,131011065,COM,326434,2022-06-21,2022-10-01,H,,,,,,2022-10-01,2022-10-01,1,,,,,,,,,,,,22245.67,1,32782.00,1,16782.00,1,133.4740,1,,,,22245.67,32782.00,16782.00,81834.00,1953.40,0.1335,133.4740,32782.00,16782.00,81834.00,1953.40,,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,01,24S,28E,NENE,,,,,,,,"PLAINS MARKETING, L.P.",BP AMERICA INC,75.000000,,32.2518425,-104.0335439,,
30015491840100,JOURNEY 11 12 B2LI FEDERAL COM,001H,JOURNEY 11 12 B2LI FEDERAL COM,MEWBOURNE OIL,MEWBOURNE OIL,MEWBOURNE OIL CO,,MALAGA,EDDY (NM),DELAWARE,DELAWARE,,,,MULTIPLE,3022.00,KB EST,2999.00,19798.00,,GAS,ACTIVE,2,"131004814,131065324",MULTIPLE,MULTIPLE,2022-01-22,2022-06-29,H,,,,10820.47,10570.47,2022-07-01,2022-10-01,4,2022-06-06,2022-06-29,,,,,,,,,,52495.50,2,60125.00,4,42741.00,2,314.9730,2,4.97,5.69,4.04,148018.83,198497.00,114936.00,339758.00,1727.02,0.8881,888.1130,60125.00,25351.00,66138.00,2371.70,1369.34,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,11,24S,28E,SWSW,,,,,,,,MULTIPLE,MULTIPLE,,,32.2282216,-104.0669160,32.2313915,-104.0321249
30015491790000,HAMMS STATE,213H,HAMMS STATE,"TAP ROCK OPERATING, LLC",TAP ROCK RESOURCES,"TAP ROCK OPERATING, LLC",,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3215.00,KB,3189.00,13966.00,,GAS,ACTIVE,1,130999149,COM,332044,2022-02-07,2022-07-01,H,,,,4688.98,4438.98,2022-07-01,2022-11-01,5,,,,,,,,,,,,25852.50,2,43407.00,2,18618.00,2,155.1150,2,5.82,9.78,4.19,79741.34,135764.00,57114.00,299751.00,2377.07,0.4784,478.4480,18707.00,7823.00,38936.00,2391.28,2331.45,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,34,23S,27E,SWSW,,,,,,,,"SALT CREEK MIDSTREAM, LLC","DCP OPERATING COMPANY, LP",46.800000,,32.2569831,-104.1850878,32.2605297,-104.1705057
30015491780000,HAMMS STATE,206H,HAMMS STATE,"TAP ROCK OPERATING, LLC",TAP ROCK RESOURCES,"TAP ROCK OPERATING, LLC",,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3215.00,KB,3189.00,13792.00,,GAS,ACTIVE,1,130999141,COM,332044,2022-02-07,2022-07-01,H,,,,4523.07,4273.07,2022-07-01,2022-11-01,5,,,,,,,,,,,,28745.00,2,47646.00,2,20804.00,2,172.4700,2,6.73,11.15,4.87,84283.33,150632.00,59178.00,336945.00,2545.41,0.5057,505.7000,24949.00,8527.00,48263.00,2925.88,2290.23,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,34,23S,27E,SWSW,,,,,,,,"SALT CREEK MIDSTREAM, LLC","DCP OPERATING COMPANY, LP",46.800000,,32.2568457,-104.1850869,32.2579156,-104.1705104
30015491760000,HAMMS STATE,223H,HAMMS STATE,"TAP ROCK OPERATING, LLC",TAP ROCK RESOURCES,"TAP ROCK OPERATING, LLC",,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3215.00,KB,3189.00,14409.00,,GAS,ACTIVE,1,130999132,COM,332044,2022-02-07,2022-07-01,H,,,,4622.31,4372.31,2022-07-01,2022-11-01,5,,,,,,,,,,,,22707.33,3,84194.00,3,10051.00,2,136.2440,3,5.19,19.26,2.30,78180.66,273982.00,32517.00,260251.00,8425.81,0.4691,469.0840,46010.00,5572.00,35576.00,8257.36,7329.62,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,34,23S,27E,SWSW,,,,,,,,"SALT CREEK MIDSTREAM, LLC","DCP OPERATING COMPANY, LP",46.800000,,32.2569144,-104.1850874,32.2597298,-104.1705072
30015491750000,HAMMS STATE,228H,HAMMS STATE,"TAP ROCK OPERATING, LLC",TAP ROCK RESOURCES,"TAP ROCK OPERATING, LLC",,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3215.00,KB,3189.00,14446.00,,GAS,ACTIVE,1,130999140,COM,332044,2022-02-06,2022-07-01,H,,,,4511.93,4261.93,2022-07-01,2022-11-01,5,,,,,,,,,,,,25140.50,2,85269.00,2,10929.00,2,150.8430,2,5.90,20.01,2.56,68098.16,228397.00,30032.00,281543.00,7605.12,0.4086,408.5890,29827.00,2938.00,41943.00,10152.14,7802.09,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,34,23S,27E,SWSW,,,,,,,,"SALT CREEK MIDSTREAM, LLC","DCP OPERATING COMPANY, LP",46.800000,,32.2567770,-104.1850865,32.2561013,-104.1705136
30015491740000,HAMMS STATE,218H,HAMMS STATE,"TAP ROCK OPERATING, LLC",TAP ROCK RESOURCES,"TAP ROCK OPERATING, LLC",,PURPLE SAGE,EDDY (NM),DELAWARE,DELAWARE,,,,WOLFCAMP (GAS),3215.00,KB,3189.00,13952.00,,GAS,ACTIVE,1,130999148,COM,332044,2022-02-06,2022-07-01,H,,,,4538.03,4288.03,2022-07-01,2022-11-01,5,,,,,,,,,,,,19218.33,2,33848.00,3,13710.00,2,115.3100,2,4.48,7.89,3.20,63638.50,117717.00,44019.00,278110.00,2674.23,0.3818,381.8310,20733.00,6819.00,46818.00,3040.48,2410.65,,,,,,,,,,,,,,,,,,,PERMIAN BASIN,,NM,34,23S,27E,SWSW,,,,,,,,"SALT CREEK MIDSTREAM, LLC","DCP OPERATING COMPANY, LP",46.800000,,32.2567082,-104.1850861,32.2551969,-104.1705153
